pc,caller_label,mnemonic,target,instruction
539E,L5397,LJMP,L53A4,LJMP L53A4
53A1,L53A1,JB,L53AD,"JB 28h.5,L53AD"
53AA,L53A4,LCALL,L046E,LCALL L046E
53B0,L53AD,LCALL,L03BF,LCALL L03BF
53B4,L53AD,JB,L53D8,"JB ACC.2,L53D8"
53B7,L53AD,JB,L53F3,"JB 29h.2,L53F3"
53C2,L53AD,JZ,L53CE,JZ L53CE
53D5,L53CE,LJMP,L53DD,LJMP L53DD
53D8,L53D8,JNB,L53DD,"JNB 29h.2,L53DD"
53DE,L53DD,JNB,L53F3,"JNB 27h.7,L53F3"
53E1,L53DD,JNB,L53EA,"JNB ACC.0,L53EA"
53E4,L53DD,JB,L53F3,"JB 28h.1,L53F3"
53E7,L53DD,LJMP,L53ED,LJMP L53ED
53EA,L53EA,JNB,L53F3,"JNB 28h.1,L53F3"
53F4,L53F3,JNB,L53FD,"JNB ACC.1,L53FD"
53F7,L53F3,JNB,L5409,"JNB 29h.1,L5409"
53FA,L53F3,LJMP,L5403,LJMP L5403
53FD,L53FD,JB,L5409,"JB 29h.1,L5409"
5409,L5409,JNB,L5412,"JNB ACC.3,L5412"
540C,L5409,JNB,L541B,"JNB 28h.4,L541B"
540F,L5409,LJMP,L5415,LJMP L5415
5412,L5412,JB,L541B,"JB 28h.4,L541B"
541B,L541B,LJMP,L585F,LJMP L585F
541E,L541E,LCALL,L5492,LCALL L5492
542A,L541E,LJMP,L585F,LJMP L585F
542D,L542D,LCALL,L5492,LCALL L5492
5430,L542D,JNB,L5461,"JNB 28h.2,L5461"
5433,L542D,JNB,L5461,"JNB 28h.3,L5461"
5436,L542D,JB,L548A,"JB 29h.0,L548A"
543F,L542D,JB,L5449,"JB 2Ch.7,L5449"
5446,L542D,LJMP,L5453,LJMP L5453
544E,L5449,LCALL,L03CC,LCALL L03CC
5453,L5453,JNB,L548A,"JNB 2Ch.4,L548A"
5458,L5453,LCALL,L5937,LCALL L5937
545B,L5453,LCALL,L5977,LCALL L5977
545E,L5453,LJMP,L548A,LJMP L548A
5461,L5461,JNB,L5470,"JNB 2Ch.5,L5470"
546D,L5461,LJMP,L548F,LJMP L548F
5470,L5470,JB,L548A,"JB 2Ch.4,L548A"
5475,L5470,LCALL,L54AA,LCALL L54AA
547D,L5470,LCALL,L03CC,LCALL L03CC
548F,L548F,LJMP,L585F,LJMP L585F
54A2,L5496,JNB,L54A9,"JNB ACC.4,L54A9"
54A5,L5496,DJNZ,L5496,"DJNZ R2,L5496"
54B5,L54AA,LCALL,L5964,LCALL L5964
54BD,L54B9,JNB,L5521,"JNB ACC.5,L5521"
54CD,L54B9,CJNE,L5539,"CJNE A,#00h,L5539"
54D1,L54D0,CJNE,L552D,"CJNE A,#00h,L552D"
54DA,L54D0,JZ,L5521,JZ L5521
54E5,L54D0,JZ,L5524,JZ L5524
54EA,L54D0,LCALL,L04AC,LCALL L04AC
54F4,L54D0,JZ,L5510,JZ L5510
54F6,L54D0,LCALL,L5563,LCALL L5563
54F9,L54D0,JNZ,L5509,JNZ L5509
54FC,L54D0,CJNE,L5502,"CJNE A,04h,L5502"
54FF,L54D0,LJMP,L5521,LJMP L5521
5505,L5502,LCALL,L55B1,LCALL L55B1
550A,L5509,CJNE,L5510,"CJNE A,#05h,L5510"
550D,L5509,LCALL,L5586,LCALL L5586
5515,L5510,LCALL,L55A8,LCALL L55A8
551E,L5510,LCALL,L55A0,LCALL L55A0
5521,L5521,LJMP,L585F,LJMP L585F
552A,L5524,LJMP,L585F,LJMP L585F
552D,L552D,CJNE,L5521,"CJNE A,#01h,L5521"
5536,L552D,LJMP,L585F,LJMP L585F
553A,L5539,CJNE,L554B,"CJNE A,#02h,L554B"
5545,L5539,LCALL,L55B1,LCALL L55B1
5548,L5539,LJMP,L554E,LJMP L554E
554B,L554B,CJNE,L5557,"CJNE A,#03h,L5557"
5554,L5554,LJMP,L585F,LJMP L585F
5557,L5557,CJNE,L5554,"CJNE A,#00h,L5554"
5560,L5557,LJMP,L54D0,LJMP L54D0
5568,L5564,LCALL,L55A8,LCALL L55A8
5577,L5571,CJNE,L5581,"CJNE A,B,L5581"
557D,L5571,DJNZ,L5571,"DJNZ R2,L5571"
5581,L5581,DJNZ,L5564,"DJNZ R1,L5564"
559A,L5590,CJNE,L5590,"CJNE R1,#0B7h,L5590"
55A5,L55A0,DJNZ,L55A0,"DJNZ R2,L55A0"
55BA,L55B1,JZ,L55CA,JZ L55CA
55C0,L55B1,LCALL,L55A8,LCALL L55A8
55C7,L55B1,LCALL,L5590,LCALL L5590
55D0,L55CB,LCALL,L03CC,LCALL L03CC
55D4,L55D4,JNC,L55DF,JNC L55DF
55DB,L55D4,LCALL,L03CC,LCALL L03CC
55E4,L55DF,LCALL,L03CC,LCALL L03CC
55ED,L55E8,LCALL,L03CC,LCALL L03CC
55FC,L55F7,LCALL,L03CC,LCALL L03CC
5605,L5600,LCALL,L03CC,LCALL L03CC
5609,L5609,JNB,L560F,"JNB 2Eh.1,L560F"
560C,L5609,LJMP,L565A,LJMP L565A
560F,L560F,JBC,L5618,"JBC 2Eh.2,L5618"
5612,L560F,JBC,L564A,"JBC 2Eh.3,L564A"
5615,L560F,LJMP,L585F,LJMP L585F
5618,L5618,CJNE,L561D,"CJNE R1,#00h,L561D"
5623,L5623,LCALL,L55CB,LCALL L55CB
5629,L5623,LCALL,L55D4,LCALL L55D4
562C,L5623,LCALL,L55E8,LCALL L55E8
562F,L5623,LCALL,L55F1,LCALL L55F1
5632,L5623,JNZ,L5623,JNZ L5623
5634,L5623,LCALL,L55CB,LCALL L55CB
5637,L5623,LCALL,L55F7,LCALL L55F7
563A,L5623,LCALL,L55E8,LCALL L55E8
5647,L5623,LJMP,L585F,LJMP L585F
564A,L564A,LCALL,L5600,LCALL L5600
5657,L564A,LJMP,L585F,LJMP L585F
565A,L565A,JBC,L5660,"JBC 2Eh.3,L5660"
565D,L565A,LJMP,L585F,LJMP L585F
5666,L5660,LCALL,L5600,LCALL L5600
5669,L5660,LJMP,L585F,LJMP L585F
5674,L5674,LCALL,L55CB,LCALL L55CB
567A,L5674,LCALL,L55D4,LCALL L55D4
567D,L5674,LCALL,L55E8,LCALL L55E8
5680,L5674,LCALL,L55F1,LCALL L55F1
5683,L5674,JNZ,L5674,JNZ L5674
5685,L5674,LCALL,L55CB,LCALL L55CB
5688,L5674,LCALL,L55F7,LCALL L55F7
568B,L5674,LCALL,L55E8,LCALL L55E8
5691,L568F,LCALL,L0379,LCALL L0379
5694,L568F,CJNE,L569A,"CJNE A,#0FFh,L569A"
5697,L568F,LJMP,L5745,LJMP L5745
569C,L569A,JNC,L56A1,JNC L56A1
569E,L569A,LJMP,L572B,LJMP L572B
56A3,L56A1,CJNE,L56AC,"CJNE A,#15h,L56AC"
56A9,L56A1,LJMP,L573E,LJMP L573E
56AD,L56AC,CJNE,L56B3,"CJNE A,#32h,L56B3"
56B0,L56AC,LJMP,L5724,LJMP L5724
56B7,L56B3,CJNE,L56D8,"CJNE A,#30h,L56D8"
56BE,L56B3,CJNE,L572B,"CJNE A,#6Eh,L572B"
56CB,L56B3,CJNE,L56D3,"CJNE A,B,L56D3"
56D0,L56B3,LJMP,L5724,LJMP L5724
56D3,L56D3,LCALL,L5964,LCALL L5964
56D6,L56D6,SJMP,L56D6,SJMP L56D6
56D9,L56D8,CJNE,L56EF,"CJNE A,#60h,L56EF"
56E4,L56D8,LCALL,L034F,LCALL L034F
56E9,L56D8,LCALL,L034F,LCALL L034F
56EC,L56D8,LJMP,L5745,LJMP L5745
56EF,L56EF,CJNE,L56F5,"CJNE A,#2Fh,L56F5"
56F2,L56EF,LJMP,L5724,LJMP L5724
56F9,L56F5,JB,L5724,"JB ACC.2,L5724"
56FC,L56F5,JB,L570B,"JB 2Bh.2,L570B"
56FF,L56F5,CJNE,L5705,"CJNE R3,#07h,L5705"
5702,L56F5,LJMP,L5724,LJMP L5724
5705,L5705,CJNE,L5717,"CJNE R3,#0Bh,L5717"
5708,L5705,LJMP,L5724,LJMP L5724
570B,L570B,CJNE,L5711,"CJNE R3,#27h,L5711"
570E,L570B,LJMP,L5724,LJMP L5724
5711,L5711,CJNE,L5717,"CJNE R3,#26h,L5717"
5714,L5711,LJMP,L5724,LJMP L5724
5717,L5717,JB,L5724,"JB 25h.6,L5724"
571F,L5717,LCALL,L5964,LCALL L5964
5728,L5724,LJMP,L5745,LJMP L5745
572B,L572B,JNB,L5735,"JNB 2Ch.6,L5735"
5732,L572B,LJMP,L5745,LJMP L5745
5737,L5735,JNB,L573C,"JNB 2Bh.2,L573C"
5745,L5745,LJMP,L585F,LJMP L585F
5751,L5748,LJMP,L575A,LJMP L575A
5754,L5748,LJMP,L577C,LJMP L577C
5757,L5748,LJMP,L57B8,LJMP L57B8
575C,L575A,CJNE,L5762,"CJNE A,#00h,L5762"
575F,L575A,LJMP,L585F,LJMP L585F
5762,L5762,CJNE,L5776,"CJNE A,#01h,L5776"
576B,L5762,JZ,L5773,JZ L5773
576D,L5762,LCALL,L57BB,LCALL L57BB
5773,L5773,LJMP,L585F,LJMP L585F
5776,L5776,CJNE,L5779,"CJNE A,#02h,L5779"
5779,L5779,LJMP,L585F,LJMP L585F
577E,L577C,CJNE,L5789,"CJNE A,#0Ah,L5789"
5786,L577C,LJMP,L585F,LJMP L585F
5789,L5789,CJNE,L57B5,"CJNE A,#0Bh,L57B5"
5790,L5789,JB,L57A6,"JB ACC.1,L57A6"
5793,L5789,JNB,L57B5,"JNB ACC.0,L57B5"
5796,L5789,LCALL,L57D5,LCALL L57D5
5799,L5789,LCALL,L57C3,LCALL L57C3
57A3,L5789,LJMP,L585F,LJMP L585F
57A6,L57A6,LCALL,L57D5,LCALL L57D5
57B2,L57A6,LJMP,L585F,LJMP L585F
57B5,L57B5,LJMP,L585F,LJMP L585F
57B8,L57B8,LJMP,L585F,LJMP L585F
57DA,L57D5,LCALL,L03CC,LCALL L03CC
57EA,L57E0,LJMP,L16A9,LJMP L16A9
57ED,L57E0,LJMP,L18D2,LJMP L18D2
57F0,L57E0,LJMP,L1908,LJMP L1908
57F3,L57E0,LJMP,L19CE,LJMP L19CE
57F6,L57E0,LJMP,L1B62,LJMP L1B62
57F9,L57E0,LJMP,L1BE7,LJMP L1BE7
57FC,L57E0,LJMP,L1C6C,LJMP L1C6C
57FF,L57E0,LJMP,L1CF2,LJMP L1CF2
5802,L57E0,LJMP,L1E1B,LJMP L1E1B
5805,L57E0,LJMP,L1EEE,LJMP L1EEE
5808,L57E0,LJMP,L1FD8,LJMP L1FD8
580B,L57E0,LJMP,L207E,LJMP L207E
580E,L57E0,LJMP,L21CE,LJMP L21CE
5811,L57E0,LJMP,L2200,LJMP L2200
5814,L57E0,LJMP,L22BE,LJMP L22BE
5817,L57E0,LJMP,L2A26,LJMP L2A26
581A,L57E0,LJMP,L2ABE,LJMP L2ABE
581D,L57E0,LJMP,L23A4,LJMP L23A4
5820,L57E0,LJMP,L245E,LJMP L245E
5823,L57E0,LJMP,L24B7,LJMP L24B7
5826,L57E0,LJMP,L25E8,LJMP L25E8
5829,L57E0,LJMP,L26BC,LJMP L26BC
582C,L57E0,LJMP,L2760,LJMP L2760
582F,L57E0,LJMP,L2803,LJMP L2803
5832,L57E0,LJMP,L285C,LJMP L285C
5835,L57E0,LJMP,L291C,LJMP L291C
5838,L57E0,LJMP,L2989,LJMP L2989
583B,L57E0,LJMP,L2B33,LJMP L2B33
583E,L57E0,LJMP,L29EA,LJMP L29EA
5841,L57E0,LJMP,L2B98,LJMP L2B98
5844,L57E0,LJMP,L40D3,LJMP L40D3
5847,L57E0,LJMP,L415D,LJMP L415D
584A,L57E0,LJMP,L4232,LJMP L4232
584D,L57E0,LJMP,L42C5,LJMP L42C5
5850,L57E0,LJMP,L4343,LJMP L4343
5853,L57E0,LJMP,L43FA,LJMP L43FA
5856,L57E0,LJMP,L44B3,LJMP L44B3
5859,L57E0,LJMP,L2297,LJMP L2297
585C,L57E0,LJMP,L585F,LJMP L585F
585F,L585F,JB,L589A,"JB 20h.3,L589A"
5862,L585F,JBC,L589D,"JBC 24h.1,L589D"
5865,L585F,JBC,L58A0,"JBC 24h.2,L58A0"
5868,L585F,JBC,L58A3,"JBC 20h.1,L58A3"
586B,L585F,JB,L58A6,"JB 20h.2,L58A6"
586E,L585F,JBC,L58A9,"JBC 25h.1,L58A9"
5871,L585F,JBC,L58AC,"JBC 25h.0,L58AC"
5874,L585F,JB,L587D,"JB 25h.3,L587D"
5877,L585F,JBC,L58AF,"JBC 24h.0,L58AF"
587A,L585F,JBC,L58B2,"JBC 23h.6,L58B2"
587D,L587D,JBC,L58BB,"JBC 23h.7,L58BB"
5880,L587D,JBC,L58D9,"JBC 2Eh.0,L58D9"
5883,L587D,JBC,L58BE,"JBC 24h.6,L58BE"
5886,L587D,JBC,L58C1,"JBC 25h.2,L58C1"
5889,L587D,JBC,L58C4,"JBC 24h.4,L58C4"
588C,L587D,JBC,L58CD,"JBC 24h.7,L58CD"
588F,L587D,JBC,L58D0,"JBC 24h.3,L58D0"
5892,L587D,JBC,L58D3,"JBC 23h.5,L58D3"
5895,L587D,JBC,L58D6,"JBC 24h.5,L58D6"
5898,L587D,SJMP,L585F,SJMP L585F
589A,L589A,LJMP,L58DC,LJMP L58DC
589D,L589D,LJMP,L541E,LJMP L541E
58A0,L58A0,LJMP,L542D,LJMP L542D
58A3,L58A3,LJMP,L4D2A,LJMP L4D2A
58A6,L58A6,LJMP,L597C,LJMP L597C
58A9,L58A9,LJMP,L534F,LJMP L534F
58AC,L58AC,LJMP,L568F,LJMP L568F
58AF,L58AF,LJMP,L4CFD,LJMP L4CFD
58B2,L58B2,JB,L58B8,"JB 2Bh.2,L58B8"
58B5,L58B2,LJMP,L4A16,LJMP L4A16
58B8,L58B8,LJMP,L51AB,LJMP L51AB
58BB,L58BB,LJMP,L2BE3,LJMP L2BE3
58BE,L58BE,LJMP,L3271,LJMP L3271
58C1,L58C1,LJMP,L4FD9,LJMP L4FD9
58C4,L58C4,JB,L58CA,"JB 2Bh.3,L58CA"
58C7,L58C4,LJMP,L3C5E,LJMP L3C5E
58CA,L58CA,LJMP,L06A6,LJMP L06A6
58CD,L58CD,LJMP,L346C,LJMP L346C
58D0,L58D0,LJMP,L57E0,LJMP L57E0
58D3,L58D3,LJMP,L5748,LJMP L5748
58D6,L58D6,LJMP,L54B9,LJMP L54B9
58D9,L58D9,LJMP,L5609,LJMP L5609
58E1,L58E1,JB,L592C,"JB P3.4,L592C"
58E9,L58E9,JNB,L58E9,"JNB P3.4,L58E9"
58EE,L58E9,DJNZ,L58E1,"DJNZ R2,L58E1"
58F6,L58E9,JZ,L58FD,JZ L58FD
58FE,L58FD,JNZ,L5911,JNZ L5911
5900,L58FD,JNB,L5911,"JNB 28h.7,L5911"
5915,L5911,CJNE,L5923,"CJNE A,00h,L5923"
591C,L5911,JNB,L5923,"JNB ACC.2,L5923"
5929,L5923,LJMP,L585F,LJMP L585F
592C,L592C,DJNZ,L58E1,"DJNZ R1,L58E1"
592E,L592C,LJMP,L585F,LJMP L585F
5931,L5931,JB,L5948,"JB PSW.1,L5948"
5934,L5931,JB,L5948,"JB 28h.6,L5948"
593C,L5937,LCALL,L03CC,LCALL L03CC
5944,L593F,LCALL,L03CC,LCALL L03CC
594D,L5948,LCALL,L03CC,LCALL L03CC
5950,L5948,JNB,L5963,"JNB 2Ah.5,L5963"
5960,L5948,LCALL,L03CC,LCALL L03CC
5969,L5964,LCALL,L03CC,LCALL L03CC
5971,L5964,LCALL,L03CC,LCALL L03CC
597E,L597C,LCALL,L0379,LCALL L0379
5981,L597C,CJNE,L598E,"CJNE A,#0FFh,L598E"
598B,L597C,LJMP,L59B5,LJMP L59B5
5998,L5998,JB,L59A0,"JB ACC.0,L59A0"
599D,L5998,LJMP,L59A2,LJMP L59A2
59A5,L59A5,JB,L59A5,"JB P3.4,L59A5"
59AA,L59AA,JNB,L59AA,"JNB P3.4,L59AA"
59AD,L59AA,DJNZ,L5998,"DJNZ R2,L5998"
59B3,L59B3,DJNZ,L59B3,"DJNZ R2,L59B3"
59B5,L59B5,LJMP,L585F,LJMP L585F
59B8,L59B8,JBC,L59C4,"JBC SCON.0,L59C4"
59C1,L59B8,LJMP,L59EE,LJMP L59EE
59D2,L59C4,CJNE,L59D7,"CJNE @R0,#02h,L59D7"
59DD,L59D7,JNB,L59E6,"JNB 27h.4,L59E6"
59EF,L59EF,JB,L59FA,"JB 20h.3,L59FA"
59F2,L59EF,JB,L59FA,"JB P3.4,L59FA"
59F5,L59EF,JB,L59FA,"JB 20h.2,L59FA"
59FA,L59FA,DJNZ,L5A02,"DJNZ 19h,L5A02"
5A02,L5A02,JNB,L5A0D,"JNB 20h.0,L5A0D"
5A05,L5A02,DJNZ,L5A0D,"DJNZ 18h,L5A0D"
